#SampleID	Metaphlan2_Analysis
k__Bacteria	100.0
k__Bacteria|p__Firmicutes	42.59815
k__Bacteria|p__Proteobacteria	40.48313
k__Bacteria|p__Fusobacteria	11.32787
k__Bacteria|p__Actinobacteria	5.59086
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	38.01206
k__Bacteria|p__Firmicutes|c__Negativicutes	36.03572
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	11.32787
k__Bacteria|p__Firmicutes|c__Bacilli	6.56243
k__Bacteria|p__Actinobacteria|c__Actinobacteria	5.59086
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2.47107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	38.01206
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	36.03572
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	11.32787
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	6.56243
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	5.58047
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2.47107
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.01039
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	38.01206
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	36.03572
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	11.32787
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	5.58047
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	3.5809
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	2.98153
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	2.47107
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.01039
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	37.89593
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	36.03572
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	11.32787
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	5.58047
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	3.5809
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	2.98153
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	2.47107
