#SampleID	Metaphlan2_Analysis
k__Bacteria	99.50948
k__Eukaryota	0.49052
k__Bacteria|p__Firmicutes	99.33461
k__Eukaryota|p__Ascomycota	0.49052
k__Bacteria|p__Proteobacteria	0.17487
k__Bacteria|p__Firmicutes|c__Bacilli	99.33461
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	0.49052
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.17487
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	99.33461
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0.49052
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales	0.17487
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	99.33461
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	0.49052
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae	0.17487
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	99.33461
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces	0.40529
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Gallionellales|f__Gallionellaceae|g__Gallionellaceae_unclassified	0.17487
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Naumovozyma	0.08523
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	99.33461
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__Candida_glabrata	0.40529
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Naumovozyma|s__Naumovozyma_unclassified	0.08523
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__Enterococcus_faecium_unclassified	99.33461
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__Candida_glabrata|t__GCA_000002545	0.40529
